image,path,label,calf,station,before,from,conf,type,box_x,box_y,box_width,box_height
"image_1285_4_6780_2_2022-03-02 16:46:07_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1285_4_6780_2_2022-03-02 16:46:07_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6780,2,2022-03-02 16:46:07,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8361008,Face,1414.072,846.32947,408.92078,491.71588
"image_1297_2_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_2_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.82020533,Face,1480.6221,592.8018,449.63123,546.4531
"image_1297_3_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_3_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8548355,Face,1488.8972,596.79724,412.97424,530.9355
"image_1297_4_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_4_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8660798,Face,1509.3156,596.8842,408.1372,537.3967
"image_1297_5_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_5_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.86766356,Face,1513.2317,612.8287,382.26038,519.063
"image_1297_6_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_6_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.86948186,Face,1514.1122,619.74164,375.20215,517.75256
"image_1297_7_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_7_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.86094403,Face,1526.775,614.06506,364.05127,531.9525
"image_1297_8_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_8_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8516374,Face,1526.8289,597.3877,359.51562,548.0761
"image_1297_9_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_9_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8410467,Face,1528.4294,570.1259,353.6195,575.7251
"image_1297_10_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_10_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8365222,Face,1518.4604,571.49335,342.42102,550.4719
"image_1297_11_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_11_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8348481,Face,1524.9243,565.24286,351.19373,577.0513
"image_1297_12_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_12_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.83215094,Face,1525.9458,573.59937,357.25403,580.72107
"image_1297_13_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_13_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8315133,Face,1528.0264,601.3758,358.69702,581.89453
"image_1297_14_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_14_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.84315044,Face,1529.101,595.9164,363.83032,586.97546
"image_1297_15_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","/data/konrad/datasets/images/Diarrhé, Pneumonie/image_1297_15_6771_2_2022-03-02 16:38:58_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6771,2,2022-03-02 16:38:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302160001_20220302170001.mp4,0.8096675,Face,1520.352,580.2802,380.5221,574.9105
image_1300_1_6787_2_2022-03-02 21:37:44_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1300_1_6787_2_2022-03-02 21:37:44_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:37:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.82829046,Face,1438.5386,680.49,500.36438,547.04486
image_1300_10_6787_2_2022-03-02 21:37:44_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1300_10_6787_2_2022-03-02 21:37:44_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:37:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.8649017,Face,1442.0281,844.54626,553.5946,704.5544
image_1300_11_6787_2_2022-03-02 21:37:44_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1300_11_6787_2_2022-03-02 21:37:44_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:37:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.82898074,Face,1425.6013,846.04877,593.3329,658.78723
image_1300_12_6787_2_2022-03-02 21:37:44_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1300_12_6787_2_2022-03-02 21:37:44_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:37:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.85853076,Face,1421.3427,861.806,582.251,651.0185
image_1300_13_6787_2_2022-03-02 21:37:44_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1300_13_6787_2_2022-03-02 21:37:44_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:37:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.8155215,Face,1433.9758,863.4336,609.58813,634.38257
image_1300_17_6787_2_2022-03-02 21:37:44_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1300_17_6787_2_2022-03-02 21:37:44_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:37:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.88907564,Face,1475.8651,782.36584,540.5271,701.5462
image_1301_13_6787_2_2022-03-02 21:25:29_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1301_13_6787_2_2022-03-02 21:25:29_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:25:29,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.8456098,Left,1385.7349,688.2034,503.23645,561.3617
image_1301_14_6787_2_2022-03-02 21:25:29_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1301_14_6787_2_2022-03-02 21:25:29_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:25:29,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.8596715,Left,1388.9292,600.69403,517.75964,570.09265
image_1301_16_6787_2_2022-03-02 21:25:29_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1301_16_6787_2_2022-03-02 21:25:29_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:25:29,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.8117659,Left,1400.4281,710.48206,545.3899,558.90265
image_1301_17_6787_2_2022-03-02 21:25:29_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1301_17_6787_2_2022-03-02 21:25:29_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:25:29,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.85672385,Left,1392.6746,742.2481,528.9403,566.0397
image_1302_2_6787_2_2022-03-02 21:13:07_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1302_2_6787_2_2022-03-02 21:13:07_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:13:07,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.8109678,Left,1462.4084,409.41272,432.0852,419.11072
image_1302_11_6787_2_2022-03-02 21:13:07_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1302_11_6787_2_2022-03-02 21:13:07_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:13:07,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.8372705,Left,1467.7319,369.14777,552.8124,448.33228
image_1302_12_6787_2_2022-03-02 21:13:07_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1302_12_6787_2_2022-03-02 21:13:07_Diarrhé.png,Diarrhé,6787,2,2022-03-02 21:13:07,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302210001_20220302220000.mp4,0.8274444,Left,1442.2886,320.60315,519.6515,436.6593
image_1304_11_6787_2_2022-03-02 20:25:09_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1304_11_6787_2_2022-03-02 20:25:09_Diarrhé.png,Diarrhé,6787,2,2022-03-02 20:25:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302200001_20220302210001.mp4,0.8100063,Face,1462.3811,943.8471,499.70215,693.2926
image_1308_0_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_0_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.8452614,Face,1460.8953,579.5605,375.3927,632.9846
image_1308_1_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_1_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.8453305,Face,1452.41,575.82623,367.91235,637.98145
image_1308_2_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_2_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.834757,Face,1451.2772,574.0333,364.39697,635.9873
image_1308_3_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_3_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.8401763,Face,1450.1787,576.7322,364.49316,638.8307
image_1308_4_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_4_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.85946316,Face,1439.5923,580.6441,389.80896,643.18774
image_1308_5_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_5_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.8100493,Face,1461.5426,569.62445,345.64526,614.3721
image_1308_6_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_6_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.8688324,Face,1443.375,576.1531,387.54663,623.4889
image_1308_7_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_7_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.872583,Face,1446.4343,576.1108,402.3269,627.8872
image_1308_8_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_8_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.89046144,Face,1450.3309,578.0868,414.59302,620.4794
image_1308_9_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_9_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.8803993,Face,1454.8171,579.011,413.42566,618.8592
image_1308_10_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_10_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.87135863,Face,1454.7578,570.17645,411.50867,607.13416
image_1308_11_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_11_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.88927966,Face,1449.0508,569.1803,416.26062,614.8764
image_1308_12_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_12_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.87116617,Face,1443.5737,557.6066,418.3883,603.4061
image_1308_13_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_13_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.84882146,Face,1426.1089,549.2799,409.60767,599.1012
image_1308_14_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_14_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.8043637,Face,1417.6787,540.44617,424.67603,593.6367
image_1308_16_6787_2_2022-03-02 06:49:28_Diarrhé.png,/data/konrad/datasets/images/Diarrhé/image_1308_16_6787_2_2022-03-02 06:49:28_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:49:28,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.80987054,Face,1413.3131,519.6847,433.9707,566.89264
image_1312_15_6403_2_2022-03-02 07:18:54_Unknown.png,/data/konrad/datasets/images/Unknown/image_1312_15_6403_2_2022-03-02 07:18:54_Unknown.png,Unknown,6403,2,2022-03-02 07:18:54,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302070001_20220302080001.mp4,0.8331091,Face,1439.044,943.7566,515.05176,559.1214
image_1313_2_6403_2_2022-03-02 07:12:21_Unknown.png,/data/konrad/datasets/images/Unknown/image_1313_2_6403_2_2022-03-02 07:12:21_Unknown.png,Unknown,6403,2,2022-03-02 07:12:21,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302070001_20220302080001.mp4,0.8069248,Left,1527.3804,408.71957,355.52966,388.3543
image_1313_8_6403_2_2022-03-02 07:12:21_Unknown.png,/data/konrad/datasets/images/Unknown/image_1313_8_6403_2_2022-03-02 07:12:21_Unknown.png,Unknown,6403,2,2022-03-02 07:12:21,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302070001_20220302080001.mp4,0.8230844,Left,1490.5038,413.0418,410.208,394.70175
image_1313_17_6403_2_2022-03-02 07:12:21_Unknown.png,/data/konrad/datasets/images/Unknown/image_1313_17_6403_2_2022-03-02 07:12:21_Unknown.png,Unknown,6403,2,2022-03-02 07:12:21,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302070001_20220302080001.mp4,0.8040783,Left,1435.9153,552.00507,501.57068,444.33102
image_1313_18_6403_2_2022-03-02 07:12:21_Unknown.png,/data/konrad/datasets/images/Unknown/image_1313_18_6403_2_2022-03-02 07:12:21_Unknown.png,Unknown,6403,2,2022-03-02 07:12:21,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302070001_20220302080001.mp4,0.81224626,Left,1440.5823,544.3395,509.34155,456.0983
image_1313_19_6403_2_2022-03-02 07:12:21_Unknown.png,/data/konrad/datasets/images/Unknown/image_1313_19_6403_2_2022-03-02 07:12:21_Unknown.png,Unknown,6403,2,2022-03-02 07:12:21,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302070001_20220302080001.mp4,0.8167264,Left,1439.0413,507.02026,493.71875,465.1829
image_1318_0_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_0_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.83041006,Left,1198.5366,958.2014,487.54883,345.0147
image_1318_5_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_5_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.8736995,Left,1210.2798,931.68634,508.1269,387.2843
image_1318_6_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_6_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.90441525,Left,1211.971,937.8364,512.1896,400.14276
image_1318_7_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_7_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.8935174,Left,1214.0483,941.86804,508.8562,403.19293
image_1318_8_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_8_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.90713096,Left,1222.8079,937.9722,514.4708,408.53015
image_1318_9_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_9_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.88623464,Left,1227.5135,912.0367,530.99994,377.17444
image_1318_10_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_10_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.8849741,Left,1221.7836,902.4309,524.47235,371.17865
image_1318_11_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_11_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.89115757,Left,1214.5001,903.41925,512.9793,365.34265
image_1318_12_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_12_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.89568734,Left,1216.2772,887.3816,516.66455,378.67194
image_1318_13_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_13_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.8732947,Left,1215.8542,885.5747,515.78876,380.86078
image_1318_14_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_14_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.861316,Left,1216.3818,912.3417,514.1746,388.12787
image_1318_15_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_15_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.89459753,Left,1222.8362,927.3617,512.5908,410.62457
image_1318_18_6797_1_2022-03-02 18:38:57_Healthy.png,/data/konrad/datasets/images/Healthy/image_1318_18_6797_1_2022-03-02 18:38:57_Healthy.png,Healthy,6797,1,2022-03-02 18:38:57,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302180000_20220302190000.mp4,0.8158275,Face,1297.5459,1063.6904,473.94568,464.61908
image_1319_1_6797_1_2022-03-02 14:53:48_Healthy.png,/data/konrad/datasets/images/Healthy/image_1319_1_6797_1_2022-03-02 14:53:48_Healthy.png,Healthy,6797,1,2022-03-02 14:53:48,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302140000_20220302150000.mp4,0.8021145,Face,1078.2909,742.5353,234.85297,263.2392
image_1322_19_6783_2_2022-03-02 13:14:14_Unknown.png,/data/konrad/datasets/images/Unknown/image_1322_19_6783_2_2022-03-02 13:14:14_Unknown.png,Unknown,6783,2,2022-03-02 13:14:14,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302130001_20220302140001.mp4,0.808162,Face,1429.195,575.72455,392.9607,525.6825
