video,path,label,duration,calf,station,before,from
clip_170_6726_10_2022-02-22 10:23:05_Healthy.mp4,temp_videos/Healthy/clip_170_6726_10_2022-02-22 10:23:05_Healthy.mp4,Healthy,20.0,6726,10,2022-02-22 10:23:05,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220222100009_20220222110009.mp4
clip_171_6412_1_2022-02-24 08:51:49_Diarrhé.mp4,temp_videos/Diarrhé/clip_171_6412_1_2022-02-24 08:51:49_Diarrhé.mp4,Diarrhé,20.0,6412,1,2022-02-24 08:51:49,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220224080000_20220224090000.mp4
clip_172_6839_9_2022-03-16 19:11:46_Diarrhé.mp4,temp_videos/Diarrhé/clip_172_6839_9_2022-03-16 19:11:46_Diarrhé.mp4,Diarrhé,20.0,6839,9,2022-03-16 19:11:46,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220316190008_20220316200008.mp4
clip_173_6829_9_2022-04-15 15:24:18_Healthy.mp4,temp_videos/Healthy/clip_173_6829_9_2022-04-15 15:24:18_Healthy.mp4,Healthy,20.0,6829,9,2022-04-15 15:24:18,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415150008_20220415160008.mp4
clip_174_6846_9_2022-03-28 07:08:28_Healthy.mp4,temp_videos/Healthy/clip_174_6846_9_2022-03-28 07:08:28_Healthy.mp4,Healthy,20.0,6846,9,2022-03-28 07:08:28,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220328070008_20220328080008.mp4
clip_175_6382_10_2022-03-18 16:13:43_Healthy.mp4,temp_videos/Healthy/clip_175_6382_10_2022-03-18 16:13:43_Healthy.mp4,Healthy,20.0,6382,10,2022-03-18 16:13:43,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318160009_20220318170009.mp4
clip_176_6839_9_2022-04-08 06:34:50_Healthy.mp4,temp_videos/Healthy/clip_176_6839_9_2022-04-08 06:34:50_Healthy.mp4,Healthy,20.0,6839,9,2022-04-08 06:34:50,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220408060000_20220408070008.mp4
clip_177_6842_9_2022-04-15 21:09:43_Healthy.mp4,temp_videos/Healthy/clip_177_6842_9_2022-04-15 21:09:43_Healthy.mp4,Healthy,20.0,6842,9,2022-04-15 21:09:43,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415210008_20220415220000.mp4
clip_178_6412_1_2022-02-25 21:43:53_Diarrhé.mp4,temp_videos/Diarrhé/clip_178_6412_1_2022-02-25 21:43:53_Diarrhé.mp4,Diarrhé,20.0,6412,1,2022-02-25 21:43:53,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225210000_20220225220000.mp4
clip_179_6726_10_2022-02-16 20:45:06_Healthy.mp4,temp_videos/Healthy/clip_179_6726_10_2022-02-16 20:45:06_Healthy.mp4,Healthy,20.0,6726,10,2022-02-16 20:45:06,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220216200009_20220216210009.mp4
clip_180_6842_9_2022-03-25 10:10:58_Pneumonie.mp4,temp_videos/Pneumonie/clip_180_6842_9_2022-03-25 10:10:58_Pneumonie.mp4,Pneumonie,20.0,6842,9,2022-03-25 10:10:58,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220325100008_20220325110008.mp4
clip_181_6355_9_2022-02-22 20:00:17_Healthy.mp4,temp_videos/Healthy/clip_181_6355_9_2022-02-22 20:00:17_Healthy.mp4,Healthy,9.0,6355,9,2022-02-22 20:00:17,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch9_main_20220222200008_20220222210008.mp4
clip_182_6834_9_2022-03-16 10:06:44_Healthy.mp4,temp_videos/Healthy/clip_182_6834_9_2022-03-16 10:06:44_Healthy.mp4,Healthy,20.0,6834,9,2022-03-16 10:06:44,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220316100008_20220316110008.mp4
clip_183_6764_10_2022-03-11 20:48:16_Diarrhé.mp4,temp_videos/Diarrhé/clip_183_6764_10_2022-03-11 20:48:16_Diarrhé.mp4,Diarrhé,20.0,6764,10,2022-03-11 20:48:16,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220311200009_20220311210009.mp4
clip_184_6786_2_2022-02-18 18:03:08_Diarrhé.mp4,temp_videos/Diarrhé/clip_184_6786_2_2022-02-18 18:03:08_Diarrhé.mp4,Diarrhé,20.0,6786,2,2022-02-18 18:03:08,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218180001_20220218190001.mp4
clip_185_6780_2_2022-02-22 14:29:04_Diarrhé.mp4,temp_videos/Diarrhé/clip_185_6780_2_2022-02-22 14:29:04_Diarrhé.mp4,Diarrhé,20.0,6780,2,2022-02-22 14:29:04,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220222140001_20220222150001.mp4
clip_186_6385_10_2022-03-09 14:41:06_Pneumonie.mp4,temp_videos/Pneumonie/clip_186_6385_10_2022-03-09 14:41:06_Pneumonie.mp4,Pneumonie,20.0,6385,10,2022-03-09 14:41:06,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220309140009_20220309150009.mp4
clip_188_6841_9_2022-03-16 18:55:20_Healthy.mp4,temp_videos/Healthy/clip_188_6841_9_2022-03-16 18:55:20_Healthy.mp4,Healthy,20.0,6841,9,2022-03-16 18:55:20,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220316180008_20220316190008.mp4
clip_189_6768_2_2022-02-18 14:56:31_Diarrhé.mp4,temp_videos/Diarrhé/clip_189_6768_2_2022-02-18 14:56:31_Diarrhé.mp4,Diarrhé,20.0,6768,2,2022-02-18 14:56:31,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218140001_20220218150001.mp4
clip_190_6831_9_2022-03-11 12:16:14_Diarrhé.mp4,temp_videos/Diarrhé/clip_190_6831_9_2022-03-11 12:16:14_Diarrhé.mp4,Diarrhé,20.0,6831,9,2022-03-11 12:16:14,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220311120008_20220311130008.mp4
clip_191_6746_10_2022-03-13 17:10:03_Pneumonie.mp4,temp_videos/Pneumonie/clip_191_6746_10_2022-03-13 17:10:03_Pneumonie.mp4,Pneumonie,20.0,6746,10,2022-03-13 17:10:03,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220313170009_20220313180009.mp4
clip_192_6834_9_2022-04-15 18:31:28_Healthy.mp4,temp_videos/Healthy/clip_192_6834_9_2022-04-15 18:31:28_Healthy.mp4,Healthy,20.0,6834,9,2022-04-15 18:31:28,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415180008_20220415190008.mp4
clip_193_6375_10_2022-02-19 06:30:22_Pneumonie.mp4,temp_videos/Pneumonie/clip_193_6375_10_2022-02-19 06:30:22_Pneumonie.mp4,Pneumonie,20.0,6375,10,2022-02-19 06:30:22,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220219060000_20220219070009.mp4
clip_194_6768_2_2022-02-22 08:53:01_Pneumonie.mp4,temp_videos/Pneumonie/clip_194_6768_2_2022-02-22 08:53:01_Pneumonie.mp4,Pneumonie,20.0,6768,2,2022-02-22 08:53:01,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220222080001_20220222090001.mp4
clip_195_6786_2_2022-02-25 17:49:55_Pneumonie.mp4,temp_videos/Pneumonie/clip_195_6786_2_2022-02-25 17:49:55_Pneumonie.mp4,Pneumonie,20.0,6786,2,2022-02-25 17:49:55,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225170001_20220225180001.mp4
clip_196_6412_1_2022-02-25 21:34:56_Diarrhé.mp4,temp_videos/Diarrhé/clip_196_6412_1_2022-02-25 21:34:56_Diarrhé.mp4,Diarrhé,20.0,6412,1,2022-02-25 21:34:56,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225210000_20220225220000.mp4
clip_197_6839_9_2022-04-01 21:19:33_Healthy.mp4,temp_videos/Healthy/clip_197_6839_9_2022-04-01 21:19:33_Healthy.mp4,Healthy,20.0,6839,9,2022-04-01 21:19:33,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401210008_20220401220000.mp4
clip_198_6791_2_2022-02-23 11:32:02_Diarrhé.mp4,temp_videos/Diarrhé/clip_198_6791_2_2022-02-23 11:32:02_Diarrhé.mp4,Diarrhé,20.0,6791,2,2022-02-23 11:32:02,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220223110001_20220223114100.mp4
clip_201_6768_2_2022-02-27 19:47:59_Pneumonie.mp4,temp_videos/Pneumonie/clip_201_6768_2_2022-02-27 19:47:59_Pneumonie.mp4,Pneumonie,20.0,6768,2,2022-02-27 19:47:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220227190001_20220227200001.mp4
clip_202_6426_9_2022-03-09 18:35:12_Diarrhé.mp4,temp_videos/Diarrhé/clip_202_6426_9_2022-03-09 18:35:12_Diarrhé.mp4,Diarrhé,20.0,6426,9,2022-03-09 18:35:12,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220309180008_20220309190008.mp4
clip_203_6764_10_2022-03-21 09:09:41_Healthy.mp4,temp_videos/Healthy/clip_203_6764_10_2022-03-21 09:09:41_Healthy.mp4,Healthy,20.0,6764,10,2022-03-21 09:09:41,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321090009_20220321100009.mp4
clip_204_6842_9_2022-03-21 18:29:52_Pneumonie.mp4,temp_videos/Pneumonie/clip_204_6842_9_2022-03-21 18:29:52_Pneumonie.mp4,Pneumonie,20.0,6842,9,2022-03-21 18:29:52,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321180008_20220321190008.mp4
clip_205_6391_2_2022-02-21 20:33:27_Healthy.mp4,temp_videos/Healthy/clip_205_6391_2_2022-02-21 20:33:27_Healthy.mp4,Healthy,20.0,6391,2,2022-02-21 20:33:27,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221200001_20220221210001.mp4
clip_206_6842_9_2022-04-15 10:59:27_Healthy.mp4,temp_videos/Healthy/clip_206_6842_9_2022-04-15 10:59:27_Healthy.mp4,Healthy,20.0,6842,9,2022-04-15 10:59:27,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415100008_20220415110008.mp4
clip_207_6774_2_2022-02-17 13:11:39_Healthy.mp4,temp_videos/Healthy/clip_207_6774_2_2022-02-17 13:11:39_Healthy.mp4,Healthy,20.0,6774,2,2022-02-17 13:11:39,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217130001_20220217140001.mp4
clip_208_6382_10_2022-03-15 18:56:04_Healthy.mp4,temp_videos/Healthy/clip_208_6382_10_2022-03-15 18:56:04_Healthy.mp4,Healthy,20.0,6382,10,2022-03-15 18:56:04,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220315180009_20220315190009.mp4
clip_209_6829_9_2022-04-08 07:37:24_Diarrhé.mp4,temp_videos/Diarrhé/clip_209_6829_9_2022-04-08 07:37:24_Diarrhé.mp4,Diarrhé,20.0,6829,9,2022-04-08 07:37:24,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220408070008_20220408080008.mp4
clip_210_6829_9_2022-04-15 19:35:01_Healthy.mp4,temp_videos/Healthy/clip_210_6829_9_2022-04-15 19:35:01_Healthy.mp4,Healthy,20.0,6829,9,2022-04-15 19:35:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415190008_20220415200008.mp4
clip_211_6841_9_2022-04-01 14:37:51_Pneumonie.mp4,temp_videos/Pneumonie/clip_211_6841_9_2022-04-01 14:37:51_Pneumonie.mp4,Pneumonie,20.0,6841,9,2022-04-01 14:37:51,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401140008_20220401150008.mp4
clip_212_6370_10_2022-03-09 20:08:46_Healthy.mp4,temp_videos/Healthy/clip_212_6370_10_2022-03-09 20:08:46_Healthy.mp4,Healthy,20.0,6370,10,2022-03-09 20:08:46,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220309200009_20220309210009.mp4
clip_213_6766_10_2022-02-26 10:52:53_Pneumonie.mp4,temp_videos/Pneumonie/clip_213_6766_10_2022-02-26 10:52:53_Pneumonie.mp4,Pneumonie,20.0,6766,10,2022-02-26 10:52:53,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220226100009_20220226110009.mp4
clip_214_6783_2_2022-02-26 06:35:14_Healthy.mp4,temp_videos/Healthy/clip_214_6783_2_2022-02-26 06:35:14_Healthy.mp4,Healthy,20.0,6783,2,2022-02-26 06:35:14,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226060000_20220226070001.mp4
clip_215_6841_9_2022-04-04 20:33:05_Healthy.mp4,temp_videos/Healthy/clip_215_6841_9_2022-04-04 20:33:05_Healthy.mp4,Healthy,20.0,6841,9,2022-04-04 20:33:05,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220404200008_20220404210008.mp4
clip_216_6832_9_2022-03-28 19:21:37_Pneumonie.mp4,temp_videos/Pneumonie/clip_216_6832_9_2022-03-28 19:21:37_Pneumonie.mp4,Pneumonie,20.0,6832,9,2022-03-28 19:21:37,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220328190008_20220328200008.mp4
clip_217_6829_9_2022-04-08 06:18:45_Diarrhé.mp4,temp_videos/Diarrhé/clip_217_6829_9_2022-04-08 06:18:45_Diarrhé.mp4,Diarrhé,20.0,6829,9,2022-04-08 06:18:45,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220408060000_20220408070008.mp4
clip_218_6746_10_2022-03-06 13:28:41_Diarrhé.mp4,temp_videos/Diarrhé/clip_218_6746_10_2022-03-06 13:28:41_Diarrhé.mp4,Diarrhé,20.0,6746,10,2022-03-06 13:28:41,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220306130009_20220306140009.mp4
clip_219_6370_10_2022-02-17 06:54:53_Diarrhé.mp4,temp_videos/Diarrhé/clip_219_6370_10_2022-02-17 06:54:53_Diarrhé.mp4,Diarrhé,20.0,6370,10,2022-02-17 06:54:53,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220217060000_20220217070009.mp4
clip_220_6393_10_2022-03-16 21:24:25_Diarrhé.mp4,temp_videos/Diarrhé/clip_220_6393_10_2022-03-16 21:24:25_Diarrhé.mp4,Diarrhé,20.0,6393,10,2022-03-16 21:24:25,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220316210009_20220316220000.mp4
clip_221_6773_2_2022-02-21 12:12:26_Diarrhé.mp4,temp_videos/Diarrhé/clip_221_6773_2_2022-02-21 12:12:26_Diarrhé.mp4,Diarrhé,20.0,6773,2,2022-02-21 12:12:26,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221120001_20220221130001.mp4
clip_222_6787_2_2022-02-17 10:18:30_Pneumonie.mp4,temp_videos/Pneumonie/clip_222_6787_2_2022-02-17 10:18:30_Pneumonie.mp4,Pneumonie,20.0,6787,2,2022-02-17 10:18:30,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217100001_20220217110001.mp4
clip_223_6393_10_2022-03-04 12:55:26_Pneumonie.mp4,temp_videos/Pneumonie/clip_223_6393_10_2022-03-04 12:55:26_Pneumonie.mp4,Pneumonie,20.0,6393,10,2022-03-04 12:55:26,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220304120009_20220304130009.mp4
clip_224_6432_9_2022-04-01 21:14:16_Healthy.mp4,temp_videos/Healthy/clip_224_6432_9_2022-04-01 21:14:16_Healthy.mp4,Healthy,20.0,6432,9,2022-04-01 21:14:16,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401210008_20220401220000.mp4
clip_225_6827_9_2022-03-15 16:43:29_Diarrhé.mp4,temp_videos/Diarrhé/clip_225_6827_9_2022-03-15 16:43:29_Diarrhé.mp4,Diarrhé,20.0,6827,9,2022-03-15 16:43:29,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220315160008_20220315170008.mp4
clip_226_6838_9_2022-04-08 21:39:19_Pneumonie.mp4,temp_videos/Pneumonie/clip_226_6838_9_2022-04-08 21:39:19_Pneumonie.mp4,Pneumonie,20.0,6838,9,2022-04-08 21:39:19,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220408210008_20220408220000.mp4
clip_227_6773_2_2022-02-27 06:54:46_Healthy.mp4,temp_videos/Healthy/clip_227_6773_2_2022-02-27 06:54:46_Healthy.mp4,Healthy,20.0,6773,2,2022-02-27 06:54:46,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220227060000_20220227070001.mp4
clip_228_6827_9_2022-03-23 11:11:06_Pneumonie.mp4,temp_videos/Pneumonie/clip_228_6827_9_2022-03-23 11:11:06_Pneumonie.mp4,Pneumonie,20.0,6827,9,2022-03-23 11:11:06,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220323110008_20220323120008.mp4
clip_229_6746_10_2022-03-07 06:08:15_Pneumonie.mp4,temp_videos/Pneumonie/clip_229_6746_10_2022-03-07 06:08:15_Pneumonie.mp4,Pneumonie,20.0,6746,10,2022-03-07 06:08:15,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220307060000_20220307070009.mp4
clip_230_6846_9_2022-03-23 08:35:06_Diarrhé.mp4,temp_videos/Diarrhé/clip_230_6846_9_2022-03-23 08:35:06_Diarrhé.mp4,Diarrhé,20.0,6846,9,2022-03-23 08:35:06,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220323080008_20220323090008.mp4
clip_231_6746_10_2022-02-21 20:50:19_Pneumonie.mp4,temp_videos/Pneumonie/clip_231_6746_10_2022-02-21 20:50:19_Pneumonie.mp4,Pneumonie,20.0,6746,10,2022-02-21 20:50:19,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220221200009_20220221210009.mp4
clip_232_6836_9_2022-04-06 08:21:24_Diarrhé.mp4,temp_videos/Diarrhé/clip_232_6836_9_2022-04-06 08:21:24_Diarrhé.mp4,Diarrhé,20.0,6836,9,2022-04-06 08:21:24,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220406080008_20220406090008.mp4
clip_233_6827_9_2022-04-01 10:26:45_Diarrhé.mp4,temp_videos/Diarrhé/clip_233_6827_9_2022-04-01 10:26:45_Diarrhé.mp4,Diarrhé,20.0,6827,9,2022-04-01 10:26:45,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401100008_20220401110008.mp4
clip_234_6768_2_2022-02-18 09:38:53_Diarrhé.mp4,temp_videos/Diarrhé/clip_234_6768_2_2022-02-18 09:38:53_Diarrhé.mp4,Diarrhé,20.0,6768,2,2022-02-18 09:38:53,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218090001_20220218100001.mp4
clip_235_6412_1_2022-03-02 07:39:14_Healthy.mp4,temp_videos/Healthy/clip_235_6412_1_2022-03-02 07:39:14_Healthy.mp4,Healthy,20.0,6412,1,2022-03-02 07:39:14,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302070000_20220302080000.mp4
clip_236_6393_10_2022-03-01 20:13:48_Pneumonie.mp4,temp_videos/Pneumonie/clip_236_6393_10_2022-03-01 20:13:48_Pneumonie.mp4,Pneumonie,20.0,6393,10,2022-03-01 20:13:48,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220301200009_20220301210009.mp4
clip_237_6831_9_2022-03-28 08:47:37_Pneumonie.mp4,temp_videos/Pneumonie/clip_237_6831_9_2022-03-28 08:47:37_Pneumonie.mp4,Pneumonie,20.0,6831,9,2022-03-28 08:47:37,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220328080008_20220328090008.mp4
clip_238_6385_10_2022-02-18 16:09:47_Diarrhé.mp4,temp_videos/Diarrhé/clip_238_6385_10_2022-02-18 16:09:47_Diarrhé.mp4,Diarrhé,20.0,6385,10,2022-02-18 16:09:47,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218160009_20220218170009.mp4
clip_239_6836_9_2022-03-16 06:25:00_Diarrhé.mp4,temp_videos/Diarrhé/clip_239_6836_9_2022-03-16 06:25:00_Diarrhé.mp4,Diarrhé,20.0,6836,9,2022-03-16 06:25:00,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220316060000_20220316070008.mp4
clip_240_6420_9_2022-03-16 09:55:59_Healthy.mp4,temp_videos/Healthy/clip_240_6420_9_2022-03-16 09:55:59_Healthy.mp4,Healthy,20.0,6420,9,2022-03-16 09:55:59,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch9_main_20220316090008_20220316100008.mp4
clip_241_6783_2_2022-02-25 21:55:31_Diarrhé.mp4,temp_videos/Diarrhé/clip_241_6783_2_2022-02-25 21:55:31_Diarrhé.mp4,Diarrhé,20.0,6783,2,2022-02-25 21:55:31,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225210001_20220225220000.mp4
clip_242_6841_9_2022-04-01 19:52:43_Pneumonie.mp4,temp_videos/Pneumonie/clip_242_6841_9_2022-04-01 19:52:43_Pneumonie.mp4,Pneumonie,20.0,6841,9,2022-04-01 19:52:43,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401190008_20220401200008.mp4
clip_243_6836_9_2022-04-06 16:46:32_Diarrhé.mp4,temp_videos/Diarrhé/clip_243_6836_9_2022-04-06 16:46:32_Diarrhé.mp4,Diarrhé,20.0,6836,9,2022-04-06 16:46:32,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220406160008_20220406170008.mp4
clip_244_6393_10_2022-03-21 14:39:30_Healthy.mp4,temp_videos/Healthy/clip_244_6393_10_2022-03-21 14:39:30_Healthy.mp4,Healthy,20.0,6393,10,2022-03-21 14:39:30,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321140009_20220321150009.mp4
clip_245_6841_9_2022-04-04 07:03:09_Healthy.mp4,temp_videos/Healthy/clip_245_6841_9_2022-04-04 07:03:09_Healthy.mp4,Healthy,20.0,6841,9,2022-04-04 07:03:09,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220404070008_20220404080008.mp4
clip_246_6724_10_2022-02-28 09:03:08_Diarrhé.mp4,temp_videos/Diarrhé/clip_246_6724_10_2022-02-28 09:03:08_Diarrhé.mp4,Diarrhé,20.0,6724,10,2022-02-28 09:03:08,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220228090009_20220228100009.mp4
clip_247_6846_9_2022-03-28 13:49:53_Healthy.mp4,temp_videos/Healthy/clip_247_6846_9_2022-03-28 13:49:53_Healthy.mp4,Healthy,20.0,6846,9,2022-03-28 13:49:53,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220328124136_20220328140008.mp4
clip_248_6771_2_2022-03-03 11:33:33_Diarrhé.mp4,temp_videos/Diarrhé/clip_248_6771_2_2022-03-03 11:33:33_Diarrhé.mp4,Diarrhé,20.0,6771,2,2022-03-03 11:33:33,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220303110001_20220303114107.mp4
clip_249_6791_2_2022-02-18 11:38:32_Diarrhé.mp4,temp_videos/Diarrhé/clip_249_6791_2_2022-02-18 11:38:32_Diarrhé.mp4,Diarrhé,20.0,6791,2,2022-02-18 11:38:32,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218110001_20220218114056.mp4
clip_250_6764_10_2022-03-11 17:15:40_Diarrhé.mp4,temp_videos/Diarrhé/clip_250_6764_10_2022-03-11 17:15:40_Diarrhé.mp4,Diarrhé,20.0,6764,10,2022-03-11 17:15:40,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220311170009_20220311180009.mp4
clip_251_6773_2_2022-02-21 18:28:34_Diarrhé.mp4,temp_videos/Diarrhé/clip_251_6773_2_2022-02-21 18:28:34_Diarrhé.mp4,Diarrhé,20.0,6773,2,2022-02-21 18:28:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221180001_20220221190001.mp4
clip_252_6832_9_2022-04-15 14:19:28_Healthy.mp4,temp_videos/Healthy/clip_252_6832_9_2022-04-15 14:19:28_Healthy.mp4,Healthy,20.0,6832,9,2022-04-15 14:19:28,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415140008_20220415150008.mp4
clip_253_6355_9_2022-02-20 18:44:12_Healthy.mp4,temp_videos/Healthy/clip_253_6355_9_2022-02-20 18:44:12_Healthy.mp4,Healthy,20.0,6355,9,2022-02-20 18:44:12,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch9_main_20220220180008_20220220190008.mp4
