image,path,label,calf,station,before,from,conf,box_center_x,box_center_y,box_width,box_height,bilabel,x_min,x_max,y_min,y_max
image_1969_17_6794_2_2022-03-01 12:10:08_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1969_17_6794_2_2022-03-01 12:10:08_Pneumonie.png,Pneumonie,6794,2,2022-03-01 12:10:08,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220301114107_20220301130001.mp4,0.8476321,1297.6428,952.9387,523.06433,686.12256,Illness,1036.110635,1559.1749650000002,609.87742,1295.99998
image_1945_10_6774_2_2022-03-01 08:41:22_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1945_10_6774_2_2022-03-01 08:41:22_Pneumonie.png,Pneumonie,6774,2,2022-03-01 08:41:22,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220301080001_20220301090001.mp4,0.83917624,1391.6445,946.2992,409.74255,571.3,Illness,1186.7732250000001,1596.515775,660.6492000000001,1231.9492
image_679_19_6780_2_2022-02-24 11:19:58_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_679_19_6780_2_2022-02-24 11:19:58_Diarrhé.png,Diarrhé,6780,2,2022-02-24 11:19:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220224110001_20220224114101.mp4,0.8318849,1427.1296,602.18085,342.80945,573.2538,Illness,1255.7248749999999,1598.534325,315.55395,888.8077499999999
image_3728_8_6860_10_2022-03-30 09:29:27_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3728_8_6860_10_2022-03-30 09:29:27_Healthy.png,Healthy,6860,10,2022-03-30 09:29:27,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch10_main_20220330090009_20220330100009.mp4,0.82497394,1186.1516,1041.4584,626.295,508.68115,Healthy,873.0040999999999,1499.2991,787.117825,1295.798975
"image_3223_17_6746_10_2022-03-12 15:28:01_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_3223_17_6746_10_2022-03-12 15:28:01_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6746,10,2022-03-12 15:28:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220312150009_20220312160009.mp4,0.9154662,1087.7126,923.46326,367.3463,581.0783,Illness,904.0394500000001,1271.3857500000001,632.9241099999999,1214.00241
image_2028_13_6761_10_2022-03-01 20:20:07_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2028_13_6761_10_2022-03-01 20:20:07_Pneumonie.png,Pneumonie,6761,10,2022-03-01 20:20:07,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220301200009_20220301210009.mp4,0.82478136,1194.9624,1055.1827,396.2826,481.63458,Illness,996.8210999999999,1393.1037,814.3654100000001,1295.99999
image_3474_17_6841_9_2022-03-21 21:29:55_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3474_17_6841_9_2022-03-21 21:29:55_Healthy.png,Healthy,6841,9,2022-03-21 21:29:55,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321210008_20220321220000.mp4,0.8009054,992.7866,1114.2422,301.36066,356.7647,Healthy,842.10627,1143.46693,935.8598499999999,1292.62455
image_2547_4_6799_1_2022-02-26 19:58:44_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2547_4_6799_1_2022-02-26 19:58:44_Diarrhé.png,Diarrhé,6799,1,2022-02-26 19:58:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220226190000_20220226200000.mp4,0.89474326,1368.7391,1027.952,336.90723,448.67773,Illness,1200.2854849999999,1537.1927150000001,803.613135,1252.290865
image_1445_7_6404_1_2022-02-20 13:15:49_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1445_7_6404_1_2022-02-20 13:15:49_Diarrhé.png,Diarrhé,6404,1,2022-02-20 13:15:49,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch1_main_20220220130000_20220220140000.mp4,0.8733054,1257.231,1053.8506,429.8296,479.0475,Illness,1042.3162,1472.1458,814.3268499999999,1293.37435
image_3728_19_6860_10_2022-03-30 09:29:27_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3728_19_6860_10_2022-03-30 09:29:27_Healthy.png,Healthy,6860,10,2022-03-30 09:29:27,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch10_main_20220330090009_20220330100009.mp4,0.8941527,1333.0454,1004.0875,450.8164,390.14038,Healthy,1107.6372,1558.4536,809.01731,1199.15769
image_457_5_6738_10_2022-02-16 18:25:36_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_457_5_6738_10_2022-02-16 18:25:36_Pneumonie.png,Pneumonie,6738,10,2022-02-16 18:25:36,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220216180009_20220216190009.mp4,0.90519094,1371.6221,854.78827,436.36523,623.7103,Illness,1153.439485,1589.804715,542.93312,1166.6434199999999
image_1858_12_6809_1_2022-03-02 11:14:47_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1858_12_6809_1_2022-03-02 11:14:47_Diarrhé.png,Diarrhé,6809,1,2022-03-02 11:14:47,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302110000_20220302114106.mp4,0.8516091,1251.4684,842.1233,420.12158,377.16266,Illness,1041.40761,1461.52919,653.54197,1030.70463
image_3474_14_6841_9_2022-03-21 21:29:55_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3474_14_6841_9_2022-03-21 21:29:55_Healthy.png,Healthy,6841,9,2022-03-21 21:29:55,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321210008_20220321220000.mp4,0.84144354,1821.0778,1068.3496,221.86084,299.80103,Healthy,1710.14738,1932.00822,918.449085,1218.250115
image_3161_8_6766_10_2022-03-13 21:53:07_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_3161_8_6766_10_2022-03-13 21:53:07_Pneumonie.png,Pneumonie,6766,10,2022-03-13 21:53:07,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220313210009_20220313220000.mp4,0.9050285,1167.0957,1055.1171,523.7652,481.76587,Illness,905.2131,1428.9783000000002,814.234165,1296.000035
image_2039_9_6375_10_2022-03-01 19:56:09_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2039_9_6375_10_2022-03-01 19:56:09_Pneumonie.png,Pneumonie,6375,10,2022-03-01 19:56:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220301190009_20220301200009.mp4,0.846616,1137.6895,1048.0414,403.88025,495.9173,Illness,935.749375,1339.629625,800.08275,1296.00005
image_3524_2_6764_10_2022-03-21 12:57:02_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3524_2_6764_10_2022-03-21 12:57:02_Healthy.png,Healthy,6764,10,2022-03-21 12:57:02,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321124128_20220321140009.mp4,0.9231728,1238.5925,1092.9303,462.4486,353.7978,Healthy,1007.3682,1469.8168,916.0314,1269.8292
"image_1460_0_6768_2_2022-02-20 18:58:49_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1460_0_6768_2_2022-02-20 18:58:49_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6768,2,2022-02-20 18:58:49,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220180001_20220220190001.mp4,0.86662126,1548.4513,604.05054,411.2876,623.2496,Illness,1342.8075,1754.0951,292.42573999999996,915.67534
image_1920_12_6799_1_2022-03-02 06:14:33_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1920_12_6799_1_2022-03-02 06:14:33_Diarrhé.png,Diarrhé,6799,1,2022-03-02 06:14:33,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302060000_20220302070000.mp4,0.83807856,1428.5852,898.7396,319.328,387.89777,Illness,1268.9212,1588.2492,704.790715,1092.688485
image_2590_18_6764_10_2022-03-11 17:15:40_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2590_18_6764_10_2022-03-11 17:15:40_Diarrhé.png,Diarrhé,6764,10,2022-03-11 17:15:40,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220311170009_20220311180009.mp4,0.93265265,957.8838,965.9614,392.83136,447.60205,Illness,761.46812,1154.29948,742.160375,1189.7624250000001
image_3311_0_6849_10_2022-03-25 18:24:04_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3311_0_6849_10_2022-03-25 18:24:04_Diarrhé.png,Diarrhé,6849,10,2022-03-25 18:24:04,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch10_main_20220325180009_20220325190009.mp4,0.8894192,1188.0938,968.0564,214.69983,225.81561,Illness,1080.743885,1295.443715,855.1485950000001,1080.964205
image_108_14_6764_10_2022-02-18 08:33:01_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_108_14_6764_10_2022-02-18 08:33:01_Diarrhé.png,Diarrhé,6764,10,2022-02-18 08:33:01,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218080009_20220218090009.mp4,0.8334125,1703.1523,1070.2827,279.57532,439.9449,Illness,1563.36464,1842.93996,850.31025,1290.25515
"image_2295_2_6412_1_2022-02-27 08:16:06_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2295_2_6412_1_2022-02-27 08:16:06_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6412,1,2022-02-27 08:16:06,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220227080000_20220227090000.mp4,0.8705602,1328.322,1047.3278,352.66687,447.8416,Illness,1151.9885649999999,1504.655435,823.407,1271.2486000000001
image_2367_15_6778_2_2022-02-27 15:34:13_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2367_15_6778_2_2022-02-27 15:34:13_Pneumonie.png,Pneumonie,6778,2,2022-02-27 15:34:13,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220227150001_20220227160001.mp4,0.8709391,1187.5427,1021.93274,454.00586,461.32227,Illness,960.53977,1414.54563,791.2716049999999,1252.593875
image_1194_5_6404_1_2022-02-21 08:20:40_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1194_5_6404_1_2022-02-21 08:20:40_Diarrhé.png,Diarrhé,6404,1,2022-02-21 08:20:40,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch1_main_20220221080000_20220221090000.mp4,0.87759864,1304.2932,1048.852,359.18567,453.83557,Illness,1124.7003650000001,1483.886035,821.9342150000001,1275.7697850000002
"image_2057_1_6786_2_2022-03-01 18:54:01_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2057_1_6786_2_2022-03-01 18:54:01_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6786,2,2022-03-01 18:54:01,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220301180001_20220301190001.mp4,0.8600784,1379.8274,945.2195,436.97144,593.71564,Illness,1161.34168,1598.3131199999998,648.36168,1242.07732
"image_3866_3_6860_10_2022-04-08 18:44:14_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_3866_3_6860_10_2022-04-08 18:44:14_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6860,10,2022-04-08 18:44:14,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch10_main_20220408180009_20220408190009.mp4,0.93992805,1187.7133,1101.4701,381.27716,389.05975,Illness,997.0747199999998,1378.35188,906.940225,1295.999975
image_2267_13_6780_2_2022-02-27 13:35:37_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2267_13_6780_2_2022-02-27 13:35:37_Pneumonie.png,Pneumonie,6780,2,2022-02-27 13:35:37,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220227130001_20220227140001.mp4,0.9176918,1173.5334,907.88025,538.0575,627.6389,Illness,904.5046500000001,1442.56215,594.0608,1221.6997000000001
"image_318_0_6783_2_2022-02-17 11:08:56_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_318_0_6783_2_2022-02-17 11:08:56_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6783,2,2022-02-17 11:08:56,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217110001_20220217120001.mp4,0.84561896,1410.1003,928.4174,388.41602,508.49792,Illness,1215.89229,1604.3083100000001,674.16844,1182.6663600000002
image_2520_8_6791_2_2022-02-26 07:48:14_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2520_8_6791_2_2022-02-26 07:48:14_Pneumonie.png,Pneumonie,6791,2,2022-02-26 07:48:14,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226070001_20220226080001.mp4,0.8274349,1342.8137,491.9846,301.02844,478.03754,Illness,1192.29948,1493.32792,252.96583,731.00337
image_3652_13_6839_9_2022-04-01 16:15:45_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3652_13_6839_9_2022-04-01 16:15:45_Healthy.png,Healthy,6839,9,2022-04-01 16:15:45,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401160008_20220401170008.mp4,0.8311395,985.21326,992.79016,488.242,535.75836,Healthy,741.09226,1229.33426,724.91098,1260.66934
image_1875_11_6412_1_2022-03-02 20:04:13_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1875_11_6412_1_2022-03-02 20:04:13_Healthy.png,Healthy,6412,1,2022-03-02 20:04:13,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302200000_20220302210000.mp4,0.88617146,1313.9918,984.0066,357.3628,474.81,Healthy,1135.3104,1492.6732,746.6016000000001,1221.4116000000001
"image_525_4_6797_1_2022-02-25 17:34:19_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_525_4_6797_1_2022-02-25 17:34:19_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6797,1,2022-02-25 17:34:19,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225170000_20220225180000.mp4,0.82943666,1345.5684,481.3497,232.23254,239.95807,Illness,1229.4521300000001,1461.68467,361.370665,601.3287349999999
"image_285_10_6791_2_2022-02-17 19:39:37_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_285_10_6791_2_2022-02-17 19:39:37_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6791,2,2022-02-17 19:39:37,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217190001_20220217200001.mp4,0.80206585,1498.2432,859.5855,338.2484,382.39026,Illness,1329.119,1667.3673999999999,668.3903700000001,1050.78063
image_2670_3_6388_10_2022-03-10 10:02:53_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2670_3_6388_10_2022-03-10 10:02:53_Pneumonie.png,Pneumonie,6388,10,2022-03-10 10:02:53,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220310100009_20220310110009.mp4,0.91753364,1268.6707,891.05524,511.9848,525.0526,Illness,1012.6782999999999,1524.6631,628.52894,1153.5815400000001
image_2461_11_6771_2_2022-02-26 11:04:07_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2461_11_6771_2_2022-02-26 11:04:07_Diarrhé.png,Diarrhé,6771,2,2022-02-26 11:04:07,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226110001_20220226114103.mp4,0.937597,1523.5247,902.157,503.63367,787.68604,Illness,1271.7078649999999,1775.341535,508.31398,1296.00002
"image_2485_18_6724_10_2022-02-26 07:21:40_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2485_18_6724_10_2022-02-26 07:21:40_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6724,10,2022-02-26 07:21:40,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220226070009_20220226080009.mp4,0.933629,279.3349,1007.45715,411.2357,356.0567,Illness,73.71705,484.95275000000004,829.4287999999999,1185.4855
image_2210_3_6771_2_2022-02-28 14:02:22_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2210_3_6771_2_2022-02-28 14:02:22_Pneumonie.png,Pneumonie,6771,2,2022-02-28 14:02:22,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220228140001_20220228150001.mp4,0.90380186,1490.1168,374.48682,615.13965,606.2256,Illness,1182.546975,1797.686625,71.37402000000003,677.59962
"image_1900_9_6405_1_2022-03-02 07:27:34_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1900_9_6405_1_2022-03-02 07:27:34_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6405,1,2022-03-02 07:27:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302070000_20220302080000.mp4,0.96724653,1331.5977,1034.0217,433.2256,494.07855,Illness,1114.9849,1548.2105000000001,786.982425,1281.060975
image_2637_11_6760_10_2022-03-11 15:02:55_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2637_11_6760_10_2022-03-11 15:02:55_Pneumonie.png,Pneumonie,6760,10,2022-03-11 15:02:55,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220311150009_20220311160009.mp4,0.93432385,1023.9401,911.7186,472.52454,462.3452,Illness,787.6778300000001,1260.20237,680.546,1142.8912
image_200_12_6794_2_2022-02-17 16:20:09_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_200_12_6794_2_2022-02-17 16:20:09_Healthy.png,Healthy,6794,2,2022-02-17 16:20:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217160001_20220217170001.mp4,0.9371414,1463.6184,702.2792,401.82886,461.8115,Healthy,1262.70397,1664.53283,471.37344999999993,933.18495
image_2935_5_6385_10_2022-03-18 21:01:42_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2935_5_6385_10_2022-03-18 21:01:42_Healthy.png,Healthy,6385,10,2022-03-18 21:01:42,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318210009_20220318220000.mp4,0.80821365,1382.7755,1112.9222,318.4585,282.57056,Healthy,1223.5462499999999,1542.00475,971.6369199999999,1254.20748
image_2674_15_6829_9_2022-03-10 21:43:41_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2674_15_6829_9_2022-03-10 21:43:41_Healthy.png,Healthy,6829,9,2022-03-10 21:43:41,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220310210008_20220310220000.mp4,0.8179557,1050.4854,991.69257,504.25818,607.3053,Healthy,798.35631,1302.61449,688.03992,1295.3452200000002
image_2083_7_6407_1_2022-03-01 17:39:09_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2083_7_6407_1_2022-03-01 17:39:09_Pneumonie.png,Pneumonie,6407,1,2022-03-01 17:39:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220301170000_20220301180000.mp4,0.8980381,1315.5957,910.16455,341.27966,513.29047,Illness,1144.95587,1486.2355300000002,653.519315,1166.809785
image_461_19_6791_2_2022-02-16 09:44:47_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_461_19_6791_2_2022-02-16 09:44:47_Healthy.png,Healthy,6791,2,2022-02-16 09:44:47,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220216090001_20220216100001.mp4,0.91492313,1233.8082,158.67311,400.5359,301.0469,Healthy,1033.54025,1434.0761499999999,8.149660000000011,309.19656
image_3610_15_6445_10_2022-04-01 08:34:33_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3610_15_6445_10_2022-04-01 08:34:33_Healthy.png,Healthy,6445,10,2022-04-01 08:34:33,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch10_main_20220401080009_20220401090009.mp4,0.9269812,1448.1646,1093.7858,244.77783,325.60333,Healthy,1325.775685,1570.553515,930.9841350000002,1256.587465
image_411_15_6370_10_2022-02-16 20:35:10_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_411_15_6370_10_2022-02-16 20:35:10_Diarrhé.png,Diarrhé,6370,10,2022-02-16 20:35:10,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220216200009_20220216210009.mp4,0.83919966,1786.5068,891.95325,393.26697,542.3618,Illness,1589.873315,1983.1402850000002,620.77235,1163.13415
image_198_18_6794_2_2022-02-17 21:14:08_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_198_18_6794_2_2022-02-17 21:14:08_Healthy.png,Healthy,6794,2,2022-02-17 21:14:08,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217210001_20220217220000.mp4,0.8311921,1436.9539,598.72815,351.02197,374.00885,Healthy,1261.442915,1612.4648849999999,411.72372500000006,785.732575
image_324_19_6787_2_2022-02-17 10:18:30_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_324_19_6787_2_2022-02-17 10:18:30_Pneumonie.png,Pneumonie,6787,2,2022-02-17 10:18:30,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217100001_20220217110001.mp4,0.81332177,1457.7278,868.52124,365.82312,541.6829,Illness,1274.8162399999999,1640.63936,597.67979,1139.36269
image_1395_15_6403_2_2022-02-20 17:49:18_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1395_15_6403_2_2022-02-20 17:49:18_Pneumonie.png,Pneumonie,6403,2,2022-02-20 17:49:18,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220170001_20220220180001.mp4,0.85115546,1484.5471,931.97766,481.11462,728.04474,Illness,1243.98979,1725.10441,567.95529,1296.0000300000002
image_3524_4_6764_10_2022-03-21 12:57:02_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3524_4_6764_10_2022-03-21 12:57:02_Healthy.png,Healthy,6764,10,2022-03-21 12:57:02,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220321124128_20220321140009.mp4,0.8512487,1275.6233,1115.3376,418.6101,361.32465,Healthy,1066.31825,1484.92835,934.675275,1295.999925
image_2935_3_6385_10_2022-03-18 21:01:42_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2935_3_6385_10_2022-03-18 21:01:42_Healthy.png,Healthy,6385,10,2022-03-18 21:01:42,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch10_main_20220318210009_20220318220000.mp4,0.8005248,1406.4154,1059.398,268.20264,276.1383,Healthy,1272.31408,1540.51672,921.3288499999999,1197.46715
image_3633_3_6849_10_2022-04-01 13:03:42_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3633_3_6849_10_2022-04-01 13:03:42_Diarrhé.png,Diarrhé,6849,10,2022-04-01 13:03:42,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch10_main_20220401130009_20220401140009.mp4,0.8644426,1407.7737,1111.2366,207.86609,310.49182,Illness,1303.840655,1511.706745,955.99069,1266.48251
image_479_14_6786_2_2022-02-25 14:07:34_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_479_14_6786_2_2022-02-25 14:07:34_Pneumonie.png,Pneumonie,6786,2,2022-02-25 14:07:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225140001_20220225150001.mp4,0.89367986,1196.2601,730.7529,416.36328,649.2618,Illness,988.07846,1404.44174,406.12199999999996,1055.3838
image_2720_16_6382_10_2022-03-09 14:53:05_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2720_16_6382_10_2022-03-09 14:53:05_Healthy.png,Healthy,6382,10,2022-03-09 14:53:05,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220309140009_20220309150009.mp4,0.8366026,1265.2972,1011.0541,489.67383,552.31915,Healthy,1020.460285,1510.134115,734.8945249999999,1287.213675
image_101_12_6766_10_2022-02-18 07:16:48_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_101_12_6766_10_2022-02-18 07:16:48_Diarrhé.png,Diarrhé,6766,10,2022-02-18 07:16:48,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218070009_20220218080009.mp4,0.92044246,1765.7777,1054.4719,388.6172,469.61475,Illness,1571.4691,1960.0863000000002,819.664525,1289.279275
image_2479_9_6783_2_2022-02-26 08:58:36_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2479_9_6783_2_2022-02-26 08:58:36_Healthy.png,Healthy,6783,2,2022-02-26 08:58:36,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226080001_20220226090001.mp4,0.85750544,1425.5859,581.06104,342.42444,478.61554,Healthy,1254.3736800000001,1596.79812,341.75327000000004,820.36881
